MEP,KPI,Quarter,Predicted_KPI,Intercept,DL_HC_Used,IDL_HC_Used,Coef_DL_HC,Coef_IDL_HC,FY22 Q1,FY22 Q2,FY22 Q3,FY22 Q4,FY23 Q1,FY23 Q2,FY23 Q3,FY23 Q4,FY24 Q1,FY24 Q2,FY24 Q3,FY24 Q4,FY25 Q1,FY25 Q2,FY25 Q3,FY25 Q4
"MFG Shenzhen, CHN_9",Direct Labor Cost,FY26 Q1,9911138.06517188,6233710.7481845785,425.0,388.0,2446.330520474528,6798.290839653681,13298849.52,10868320.63,5768316.0,13479351.07,7699637.42,14059418.45,5119983.93,14131036.36,3996876.34,11773158.31,12260421.42,2143559.34,13230243.78,4310646.86,4169591.1,8260239.04
"MFG Tijuana, MEX_1",Direct Labor Cost,FY26 Q1,8631501.45850827,11590068.099973774,745.0,402.0,-1248.5209692313967,-5045.817212408242,8843314.94,5683790.42,12656423.45,9289980.07,12164181.56,14021759.92,12481415.23,5454906.29,4866656.22,11384846.0,8215010.29,2371623.85,5603402.34,2394884.56,12374926.14,8154604.72
"MFG Tijuana, MEX_10",Direct Labor Cost,FY26 Q1,9076404.112749496,9084367.678426817,1008.0,272.0,-1727.6215947292849,6373.084565477198,6014337.93,3938827.59,9515138.38,11294763.56,11193504.69,8437571.63,11543957.14,11655983.94,10558432.5,14095912.22,12613042.46,4572243.87,6640756.6,4141128.07,3484347.62,14759920.51
"MFG Tijuana, MEX_2",Direct Labor Cost,FY26 Q1,11242577.074737143,8360383.6059518345,1492.0,26.0,2002.0814947060571,-4035.0815890818717,11888558.22,5617073.29,6073649.5,13674239.51,8201224.33,14374227.35,10307505.51,8098113.46,8708034.19,11159605.16,2696360.71,10797394.43,4548547.49,6351995.36,10898541.62,14014624.51
"MFG Tijuana, MEX_3",Direct Labor Cost,FY26 Q1,5149313.136552593,4336991.667484022,1195.0,82.0,-462.3989262637484,16644.977877484762,11577510.07,11612172.17,10838100.56,3875895.02,6266207.69,6268007.06,8876407.2,5633567.23,4355316.74,14828450.33,5074443.81,5317324.62,9452677.18,13310203.48,3094004.86,5935012.78
"MFG Tijuana, MEX_4",Direct Labor Cost,FY26 Q1,8905859.665471308,14393086.696887076,211.0,258.0,-1478.1557551778171,-20059.442508035852,12145792.37,2614268.34,14423131.94,10338111.12,14723218.6,7281433.13,12512111.62,3767233.63,10599024.96,8063281.51,2989871.93,5755850.13,9198092.58,3224459.3,13073877.41,6704298.57
"MFG Tijuana, MEX_5",Direct Labor Cost,FY26 Q1,6283334.4560911115,11726830.704340603,667.0,428.0,974.8146279063378,-14237.611226782754,5643297.61,4302516.35,3276533.99,14459092.08,10724105.19,9448252.03,6789677.82,13028082.65,11703048.15,3600677.36,11499870.86,2724712.37,4248110.36,3755259.24,6048948.79,3958308.2
"MFG Tijuana, MEX_6",Direct Labor Cost,FY26 Q1,9251566.185765402,9229555.248138476,663.0,246.0,2281.8118556019367,-6060.2858643786885,13966370.38,7565277.28,11083887.97,9895216.74,13883987.3,5108388.29,5840534.87,8541322.46,13728900.59,5041072.46,9341075.27,6597243.77,12730877.4,11048960.84,3652485.71,4460607.2
"MFG Tijuana, MEX_7",Direct Labor Cost,FY26 Q1,10336883.802915985,10958619.808509123,251.0,139.0,-1958.6449966148705,-936.0871326820468,2676234.2,14485620.26,14215983.19,10802754.2,9548402.89,8556297.37,4964743.1,9680278.22,2433360.54,12420883.1,10568131.8,10292775.18,10928099.89,6324678.18,12250983.83,7976418.58
"MFG Tijuana, MEX_8",Direct Labor Cost,FY26 Q1,7660221.635371058,7695948.381894391,119.0,20.0,-1954.9329990769343,9845.51401834112,14173941.23,9426317.75,5725422.12,13934161.83,14462251.59,10306732.57,2998456.23,3954929.38,10846039.81,11319954.27,5495456.71,9576262.11,5902337.35,7919710.86,9138704.1,14565937.01
"MFG Tijuana, MEX_9",Direct Labor Cost,FY26 Q1,8895621.222242692,9483938.976177337,1189.0,368.0,-2162.4730799098647,5388.213962168979,2873286.7,14558391.09,9084424.08,5783913.22,10806490.49,7784790.1,13910335.84,8716284.29,8625985.55,5944848.38,3029052.8,14635342.94,6755406.2,14178800.72,13587176.29,2248184.66
"GSS Bangalore, IND_1",IDL/Salaries and Wages,FY26 Q1,3794314.6744001014,3836143.3388386485,202.0,90.0,293.8887835629505,-1124.3799857584768,7367939.94,2330000.02,8437150.69,2653006.12,5186800.04,2302528.99,5678394.54,1493057.23,2145066.8,4319647.54,2191677.87,1659342.84,1804557.13,1832875.9,9992780.22,8469846.19
"GSS Bangalore, IND_10",IDL/Salaries and Wages,FY26 Q1,3977235.881923018,5018554.490572424,813.0,255.0,-922.0163266937229,-1143.9973923427792,6393730.32,3750181.49,4086747.44,1372376.92,1392898.35,2298853.31,5053519.18,5899669.42,9445076.54,1641632.4,1621762.38,3398970.9,1800780.7,5580773.84,6517582.65,6915978.78
"GSS Bangalore, IND_2",IDL/Salaries and Wages,FY26 Q1,6216567.110482895,6736244.340010952,1091.0,232.0,468.1293571685579,-4441.406716374803,3582148.55,6327128.65,6888806.9,8117588.35,1247953.83,4456655.59,5254189.53,6467783.31,6230144.67,6083086.33,9496653.97,7651893.74,6165394.9,8234667.01,3629841.58,6355748.96
"GSS Bangalore, IND_3",IDL/Salaries and Wages,FY26 Q1,5134430.531100496,2954390.047499825,1494.0,42.0,1362.5834670890235,3436.6853278492817,3179118.06,3917617.95,5532829.85,1548744.81,5933493.98,8248974.22,1454194.66,4223605.75,2472765.79,3466873.54,7770887.02,9894875.13,3872828.59,1028067.58,2777050.25,1917761.74
"GSS Bangalore, IND_4",IDL/Salaries and Wages,FY26 Q1,4395007.498835436,2823674.0040472825,1065.0,325.0,-107.24325158617913,5186.300177622874,1799650.94,1533387.88,5556881.35,2977738.75,9381994.22,5086251.79,6118411.68,1504693.65,4843632.33,1918028.09,2091825.95,6739055.01,3820612.76,3303784.28,8575249.07,6493245.35
"GSS Bangalore, IND_5",IDL/Salaries and Wages,FY26 Q1,419616.29701476917,8896421.38733311,1302.0,429.0,-5470.454001765924,-3156.8158042403466,1691481.0,2466658.15,9725232.29,3112336.34,4451934.4,1987336.87,2001859.26,5940211.96,2993889.94,1580633.03,6721514.16,1539950.57,4399156.87,3345874.71,5928991.86,2168067.07
"GSS Bangalore, IND_6",IDL/Salaries and Wages,FY26 Q1,5898177.789307111,8646824.05696975,759.0,244.0,-1168.0735839463234,-7631.468923964673,4116385.13,3271063.76,9509249.09,7997815.41,6044369.69,1456059.38,2277492.71,3953553.92,4703138.83,4818727.78,8382567.69,7772020.85,9762255.03,4325062.49,1141872.39,6809804.35
"GSS Bangalore, IND_7",IDL/Salaries and Wages,FY26 Q1,5378564.121829173,6251515.203220344,1433.0,204.0,-481.94736006825303,-893.72801183022,4696175.13,2066107.59,5793508.3,4307234.93,6674242.3,5471624.74,4507695.86,7750243.92,9070115.75,5538731.6,4965668.17,6655536.73,5810339.87,9843068.18,3289577.78,8243880.82
"GSS Bangalore, IND_8",IDL/Salaries and Wages,FY26 Q1,5034435.312907904,2740626.7021147395,327.0,400.0,474.6948992687598,5346.4584468307,4530448.24,7532420.28,4008340.04,1152985.66,2679999.04,1672199.6,2299192.17,6720264.43,2479362.81,9736900.62,6785580.3,4440394.52,1006082.45,9566205.34,6957390.38,1420819.84
"GSS Bangalore, IND_9",IDL/Salaries and Wages,FY26 Q1,5270421.741060752,2206099.381589433,1177.0,262.0,1404.9025290917966,5384.549934085018,7546482.93,2956268.51,3195334.02,2305024.4,5078961.66,4216413.59,5760390.78,8143429.69,2639343.61,7587889.47,7937994.79,3227504.29,4384563.55,2244446.66,9153732.41,8457124.06
"GSS Corlu, TUR_1",IDL/Salaries and Wages,FY26 Q1,3629505.358310666,4056676.717704101,579.0,50.0,-1185.9062318286474,5189.366976707038,2884718.8,1484424.22,2292722.43,6086997.1,2694097.87,5225164.59,2992700.16,1060886.78,9476275.38,7158077.55,5684243.48,4305191.04,1162554.6,9592045.94,7663445.88,4765488.67
"GSS Corlu, TUR_10",IDL/Salaries and Wages,FY26 Q1,5748296.128046969,6315894.158965584,900.0,466.0,-1484.2329991682063,1648.5228934179636,8259062.02,9516080.22,3139474.22,2334045.24,5109469.34,9818721.95,6311756.93,1495488.18,5623216.92,3492064.81,1041608.87,6278060.67,8834564.27,7126707.51,7074904.34,4799033.65
"GSS Corlu, TUR_2",IDL/Salaries and Wages,FY26 Q1,5688650.493478737,4434632.627040495,1448.0,280.0,1156.2735019812194,-1500.9505872520149,6240099.6,3563869.2,7018577.5,4596794.02,4774394.4,7091888.27,8951546.98,3909711.51,4384783.92,2154467.07,3550676.67,3065277.56,7958136.13,1448700.55,1757692.32,3912621.01
"GSS Corlu, TUR_3",IDL/Salaries and Wages,FY26 Q1,5773806.662512599,4637536.074440956,559.0,483.0,401.0510839879111,1888.3706669200833,8093901.72,6758178.28,2037331.32,5405184.03,6625129.27,6306431.81,7732010.16,2923130.49,7142780.82,2617017.59,6023867.56,3469112.47,7522238.85,7647882.64,4959184.45,6597703.04
"GSS Corlu, TUR_4",IDL/Salaries and Wages,FY26 Q1,6484146.5806246,3931724.444163113,1237.0,500.0,-283.0368275796103,5805.0773843549305,8880761.11,3107274.07,1210381.27,6958437.09,5693063.82,4235263.49,7391396.1,2749201.27,1242028.05,1914654.11,8298988.36,9997601.6,9452836.83,2502558.51,1210443.41,7839761.7
"GSS Corlu, TUR_5",IDL/Salaries and Wages,FY26 Q1,5742757.24291518,6405018.999422581,433.0,52.0,-1585.5711765300414,467.1262101943529,3902390.09,8989882.01,3302718.28,9343293.16,7679492.07,1633159.71,7944198.62,4096214.59,1621998.55,4853797.0,4473659.72,7395867.32,8051169.34,8890328.24,9430630.65,2388511.05
"GSS Corlu, TUR_6",IDL/Salaries and Wages,FY26 Q1,5883719.097777102,5782201.544626688,958.0,310.0,1104.2454935992241,-3084.99880554078,3026218.23,3885506.86,1470072.02,8946313.65,5446879.48,7606365.79,2483592.13,6667054.96,4543929.87,9983230.43,9236711.91,5619310.19,6954209.66,9458709.8,2446688.18,7223242.46
"GSS Corlu, TUR_7",IDL/Salaries and Wages,FY26 Q1,4820135.654775518,6063953.745513643,1488.0,349.0,-952.9007907724185,498.8489568230189,4345438.68,5226408.92,1153377.49,8184288.35,6461379.9,2877852.86,5477059.79,9665105.74,4197171.03,4032376.14,2446723.11,9243254.93,5734454.29,2584010.97,5755389.29,9313387.74
"GSS Corlu, TUR_8",IDL/Salaries and Wages,FY26 Q1,5004636.949865323,7211694.662086162,1337.0,407.0,1166.8053596798934,-9255.71616243945,9119631.0,4382604.05,3861942.66,9060342.72,3672606.02,1366896.12,6568864.76,1750542.29,2963813.98,4939491.69,8902800.86,6094209.11,6874196.74,3818745.81,5310958.45,5840096.04
"GSS Corlu, TUR_9",IDL/Salaries and Wages,FY26 Q1,3069931.8371502035,6195088.137574495,819.0,481.0,2019.9629410072703,-9936.602804800927,1531376.03,8474529.96,1319600.12,3105792.76,6765346.73,4851570.4,8604591.87,8402179.73,3250534.67,6418812.22,2385921.46,7650560.5,6356231.38,2916734.81,9457776.44,5600045.31
"MECH Zurich, CHE_1",IDL/Salaries and Wages,FY26 Q1,4461327.184827872,3917029.269429975,419.0,373.0,903.9071370127605,443.8628015805617,1732778.58,7360192.56,7014243.12,2654829.27,6464397.05,5813371.86,3744717.12,1249369.15,2073673.38,6740245.98,1548201.87,7383491.2,5936060.56,1217561.57,3363827.82,9264733.74
"MECH Zurich, CHE_10",IDL/Salaries and Wages,FY26 Q1,7203077.352254057,2322850.368097314,1318.0,348.0,3336.187315147936,1388.3106402062142,9877556.74,3395813.83,1046105.66,5884627.61,6929345.13,3375295.38,3036690.56,9934756.28,8096637.09,8814124.32,1109740.05,4439620.83,3626043.4,4021418.19,7517217.63,2421125.96
"MECH Zurich, CHE_2",IDL/Salaries and Wages,FY26 Q1,2133939.563348067,8283865.557068588,1303.0,408.0,-2706.9461582034287,-6428.3704646604265,6430371.34,2459017.81,1504823.8,1169066.17,8128037.84,4210837.04,2802650.39,2393407.0,3578228.44,6610862.89,9220087.09,6503811.15,1849966.36,2825975.48,5343576.05,3748047.9
"MECH Zurich, CHE_3",IDL/Salaries and Wages,FY26 Q1,6721452.398032652,7237522.661509113,323.0,92.0,-1301.3496678396518,-1040.590443089714,8360483.24,4462342.97,5438644.94,8095407.49,9849971.95,2500529.14,5595640.6,7893543.49,5167485.66,4307169.23,6886330.36,4676857.02,6097517.26,1260153.89,7502984.73,8986446.01
"MECH Zurich, CHE_4",IDL/Salaries and Wages,FY26 Q1,4485333.316082996,4153838.039812055,705.0,310.0,-1367.769632886222,4179.912475663639,4922824.81,1436026.73,4513020.63,6332619.37,5716852.04,7058150.58,7216763.57,3978521.29,1515184.23,4363922.44,1270957.36,1275684.32,5993262.41,7061755.4,1952142.03,3813629.27
"MECH Zurich, CHE_5",IDL/Salaries and Wages,FY26 Q1,4246043.931241702,4183108.868943468,1125.0,74.0,-126.32229962791499,2770.9141808059285,2638366.87,3320106.31,5138392.76,1735156.3,5982979.73,4240537.4,8532146.68,6486107.29,2492924.7,5055561.84,5925273.11,6916160.16,5167386.3,5023356.52,6232619.91,7390340.4
"MECH Zurich, CHE_6",IDL/Salaries and Wages,FY26 Q1,3235988.13231438,6275297.670818169,1244.0,379.0,-2206.342587380414,-777.3597883972401,1227539.37,1835790.23,2637393.13,1789537.65,4303339.03,8052585.93,2807800.73,1435019.15,6764714.41,4549368.95,5554011.22,8008288.74,7557862.06,2652962.57,6627057.48,1608433.99
"MECH Zurich, CHE_7",IDL/Salaries and Wages,FY26 Q1,4711458.160942288,6332331.330209488,938.0,229.0,-2101.913276789349,1531.5348662061513,8496122.71,4267166.58,1873813.99,1389363.79,2556739.4,6487086.3,8921510.46,9313083.98,4356551.67,7272659.31,6085697.41,1038978.48,2420566.46,3009378.71,1557388.24,2282867.88
"MECH Zurich, CHE_8",IDL/Salaries and Wages,FY26 Q1,5766757.333735205,7340595.840126829,1189.0,104.0,-1204.7399918856015,-1359.6409234581083,4051867.24,6063620.71,9972640.75,2935342.68,4864601.91,5547929.53,3156377.19,7748137.8,4697276.7,8691003.48,5515902.08,9481272.25,3647614.15,7459878.79,8164522.6,4270044.25
"MECH Zurich, CHE_9",IDL/Salaries and Wages,FY26 Q1,5692610.653273789,3620007.663343188,230.0,484.0,616.3369236640976,3989.3502014211954,1222491.69,6816425.65,6332258.18,6047054.21,3162799.13,7662870.76,2091714.78,5448589.26,9664260.44,2563272.88,7083971.44,4545331.5,6319279.42,7839499.38,6250005.15,3931905.07
"MFG Cork, IRL_1",IDL/Salaries and Wages,FY26 Q1,10798015.36887651,6235142.011682885,1276.0,243.0,5655.108972725189,-10917.883506188136,9509183.45,9663599.22,7113719.16,1743461.75,6373386.56,9818439.77,3985239.08,8077900.6,8827654.13,5774483.8,3974127.54,8608233.84,2195893.65,3342971.25,9633315.48,8845186.86
"MFG Cork, IRL_10",IDL/Salaries and Wages,FY26 Q1,5448014.917887913,4205320.616979571,1284.0,312.0,-386.8419106086835,5574.997801698371,3517164.57,4670326.13,9314997.94,7430342.35,5184475.04,5026272.96,5333381.67,1494186.71,8356865.45,2630556.86,4308576.04,5653551.21,7352390.24,3035335.39,5752863.0,1165228.27
"MFG Cork, IRL_2",IDL/Salaries and Wages,FY26 Q1,5753294.255742234,7843415.217489092,747.0,138.0,-1901.0099729680562,-4855.554434345795,8249921.11,3550094.43,1556449.42,9121784.3,1946530.21,5778891.75,1962487.32,3576434.78,3967346.42,8282244.58,7783332.25,6097157.29,5355436.22,4464084.59,6862620.56,5743395.78
"MFG Cork, IRL_3",IDL/Salaries and Wages,FY26 Q1,5257235.255886064,3475921.6619991893,1298.0,448.0,1965.1850537828184,-1717.6263525071952,1343690.59,3135923.72,9557968.96,7130557.42,2067227.91,3274104.59,4213373.57,3158057.5,5020595.34,6774267.11,9813799.28,1337615.72,8858324.38,5202415.16,7523607.95,5470524.43
"MFG Cork, IRL_4",IDL/Salaries and Wages,FY26 Q1,6743949.939124852,1691296.797300682,156.0,420.0,2526.2674084038936,11091.79863360277,4026042.1,3339162.11,6551746.34,1965039.69,7797818.57,2979191.02,9837736.71,2535134.06,1553623.48,9612498.98,5581701.12,9217227.86,8282181.98,9948291.5,8337083.86,6999218.67
"MFG Cork, IRL_5",IDL/Salaries and Wages,FY26 Q1,5373410.249785766,2117788.4512424986,725.0,210.0,3774.5716562642037,2471.701655960572,8332913.55,3841808.42,4787572.43,3783610.6,6108249.15,2889815.6,5979393.77,8766877.36,3815663.2,4771239.44,9266299.28,8574691.2,5891122.88,9350071.13,5537857.26,1816425.77
"MFG Cork, IRL_6",IDL/Salaries and Wages,FY26 Q1,7707880.713087993,3686474.0822653444,740.0,470.0,-1532.6291755570596,10969.260044116749,5140863.12,9905249.64,5127121.52,3635896.98,3599811.05,6336281.16,7703143.7,8307800.71,1010105.27,2757614.58,2405778.52,8595635.83,5132227.27,6056233.42,7914530.08,7348365.77
"MFG Cork, IRL_7",IDL/Salaries and Wages,FY26 Q1,3424736.645542569,2415257.0865610633,121.0,421.0,1816.49000459935,1875.73460433488,3323733.16,6200864.75,8316413.24,3462115.76,9589226.46,1777635.42,1583284.62,6771969.05,1375400.0,3104348.71,1509658.04,5431771.99,4306289.99,2171630.04,7651390.57,2151763.38
"MFG Cork, IRL_8",IDL/Salaries and Wages,FY26 Q1,4631311.634144092,6531498.528215487,930.0,320.0,-3394.1611109923733,3926.1966848484763,1661274.28,3123337.22,3748421.6,4007073.02,6606438.55,3156621.23,6298250.35,6528104.69,3660960.33,9609176.08,1087797.87,5845809.38,6553113.98,7911873.43,6803591.53,4967414.42
"MFG Cork, IRL_9",IDL/Salaries and Wages,FY26 Q1,5361368.151058525,3276446.9178389176,268.0,407.0,1084.3515164847038,4408.636429488221,8202075.24,5340421.0,2340126.89,3276927.12,7076838.01,8261843.57,6424571.13,3579842.68,5972153.74,3818764.81,4647537.88,1275328.9,2487904.36,3133044.02,8897964.14,8494669.07
"MFG Manaus, BRA_1",IDL/Salaries and Wages,FY26 Q1,6123002.147513423,5198670.627741185,435.0,321.0,2766.5156435003087,-869.479081465407,7796771.81,8186534.61,9915915.25,2970014.7,6313699.92,2272937.47,6956805.0,1852930.28,9704059.09,5423845.44,9436879.56,7272750.6,1835669.19,6014156.08,8540484.2,5028312.83
"MFG Manaus, BRA_10",IDL/Salaries and Wages,FY26 Q1,4404887.636022873,762638.4121016497,788.0,123.0,3711.4394792695707,5834.430197209767,1839382.95,2865858.03,4965467.15,7139118.09,2369790.27,6213764.61,7100188.71,8034707.39,7131291.22,8406053.25,7359911.2,1974867.12,7690562.39,5138295.11,9183668.18,9714279.76
"MFG Manaus, BRA_2",IDL/Salaries and Wages,FY26 Q1,4824963.074240892,6888514.083078108,558.0,486.0,-415.7671257441067,-3768.627474633753,7817962.55,5536160.08,7260079.43,3457495.43,3336340.39,7938507.05,3871081.44,3059275.23,7086337.97,9763362.43,1390915.0,9618908.12,7684870.64,5588055.9,1729765.73,1805035.39
"MFG Manaus, BRA_3",IDL/Salaries and Wages,FY26 Q1,8050654.832582515,9278792.728123318,327.0,67.0,-2207.058224731586,-7558.654567963813,9686884.03,3659636.37,2719037.65,5746698.29,8466282.32,7288471.58,7552303.71,3365446.7,6585296.95,4972702.56,8616787.33,3204882.16,5139505.66,5683404.44,1312510.83,9288204.77
"MFG Manaus, BRA_4",IDL/Salaries and Wages,FY26 Q1,4372162.777213345,6878122.58476408,1457.0,290.0,-1107.7208816157163,-3075.8982173677105,2040838.06,6015590.9,5943956.96,7335750.87,4820880.63,1066623.53,4187300.59,5099663.01,7246911.82,6925264.42,7192467.87,3591228.44,7458537.8,1493072.94,3829264.33,4675216.92
"MFG Manaus, BRA_5",IDL/Salaries and Wages,FY26 Q1,5551259.686240163,5879681.89357393,303.0,343.0,2533.170602133816,-3195.2562675810873,7009552.99,9281268.6,1560538.42,7632945.04,9659980.85,2936576.56,7067558.42,6655134.08,9348034.15,4807256.37,5155280.52,6615394.19,9882925.2,2701955.06,9448438.86,8148560.34
"MFG Manaus, BRA_6",IDL/Salaries and Wages,FY26 Q1,5919799.8307191655,7266366.012192562,813.0,189.0,-1074.5239924551158,-2502.530029668718,1414429.26,6888408.03,7306435.97,4541776.67,9877663.98,8401147.55,8335301.09,4317732.84,1224674.65,8082755.48,3031462.97,6514891.82,7931707.35,4144194.78,1693974.72,4778146.87
"MFG Manaus, BRA_7",IDL/Salaries and Wages,FY26 Q1,5790576.546304506,4367052.498042124,909.0,224.0,2167.0382442538767,-2438.900516805321,6023765.53,3054543.32,3413164.95,6716627.84,8622586.51,3073956.79,9736133.6,5221364.54,4694583.81,7124295.63,6784944.67,3969591.98,6241032.26,9780444.4,9170256.2,5384646.86
"MFG Manaus, BRA_8",IDL/Salaries and Wages,FY26 Q1,3920606.1603557514,3004756.679007914,417.0,415.0,2135.680826400709,60.892955996967906,3640297.9,8718214.65,2126112.68,6186392.53,4712134.94,1382567.36,5066098.49,2370946.37,9383993.32,4142917.44,5048788.21,5075106.95,5863455.35,5016482.0,7597008.02,9929810.63
"MFG Manaus, BRA_9",IDL/Salaries and Wages,FY26 Q1,5220234.660107242,5198943.484260946,951.0,271.0,-238.08731404818639,914.0672011295994,6343565.34,8539531.64,6502146.46,7126249.05,4401136.25,5077989.41,6795656.76,1116438.35,1213884.78,1720320.67,6847153.37,6987926.19,6884806.29,6381151.94,8473753.7,8714094.29
"MFG Northfield, USA_1",IDL/Salaries and Wages,FY26 Q1,3639338.80660979,9912002.44365763,1357.0,382.0,-2766.548885537473,-6592.818846527457,3749476.1,7068101.98,7521555.96,6676029.29,1642114.23,9456921.96,3965885.58,4352467.29,7643606.19,6274008.97,6060027.78,9194722.66,7372119.39,2641232.14,3388058.81,4903588.55
"MFG Northfield, USA_10",IDL/Salaries and Wages,FY26 Q1,7092496.077513617,6949430.719534178,437.0,323.0,-4903.636011536108,7077.257879321109,8659105.12,7311356.28,7503414.65,7109741.83,4296948.49,2784152.42,4430376.18,6620974.85,1827956.11,1482729.54,7745062.68,8207560.57,7327584.09,6089495.97,1178093.65,8344361.43
"MFG Northfield, USA_2",IDL/Salaries and Wages,FY26 Q1,4033541.900985068,3656062.838092056,198.0,127.0,1886.245006684125,31.516154090985097,6057634.63,1535541.93,8890426.0,1615834.23,8742774.76,9587869.24,4862483.46,9733140.64,2734691.64,4339366.27,3615958.16,2387081.53,7237429.8,8834620.48,9021205.84,2932702.77
